,device_sn,device_name,port_number,sensor_sn,sensor_name,units,timestamp_utc,datetime,tz_offset,value,precision,mrid,error_flag,error_description
30,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731443400,2024-11-12 21:30:00+01:00,3600,2.0,1,154182,False,
31,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731443100,2024-11-12 21:25:00+01:00,3600,2.1,1,154181,False,
32,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731442800,2024-11-12 21:20:00+01:00,3600,2.2,1,154180,False,
33,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731442500,2024-11-12 21:15:00+01:00,3600,2.3,1,154179,False,
34,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731442200,2024-11-12 21:10:00+01:00,3600,2.4,1,154178,False,
35,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731441900,2024-11-12 21:05:00+01:00,3600,2.4,1,154177,False,
36,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731441600,2024-11-12 21:00:00+01:00,3600,2.4,1,154176,False,
37,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731441300,2024-11-12 20:55:00+01:00,3600,2.5,1,154175,False,
38,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731441000,2024-11-12 20:50:00+01:00,3600,2.6,1,154174,False,
39,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731440700,2024-11-12 20:45:00+01:00,3600,2.7,1,154173,False,
40,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731440400,2024-11-12 20:40:00+01:00,3600,2.7,1,154172,False,
41,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731440100,2024-11-12 20:35:00+01:00,3600,2.6,1,154171,False,
42,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731439800,2024-11-12 20:30:00+01:00,3600,2.8,1,154170,False,
43,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731439500,2024-11-12 20:25:00+01:00,3600,2.8,1,154169,False,
44,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731439200,2024-11-12 20:20:00+01:00,3600,3.0,1,154168,False,
45,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731438900,2024-11-12 20:15:00+01:00,3600,3.0,1,154167,False,
46,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731438600,2024-11-12 20:10:00+01:00,3600,3.2,1,154166,False,
47,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731438300,2024-11-12 20:05:00+01:00,3600,3.3,1,154165,False,
48,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731438000,2024-11-12 20:00:00+01:00,3600,3.4,1,154164,False,
49,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731437700,2024-11-12 19:55:00+01:00,3600,3.5,1,154163,False,
50,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731437400,2024-11-12 19:50:00+01:00,3600,3.5,1,154162,False,
51,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731437100,2024-11-12 19:45:00+01:00,3600,3.9,1,154161,False,
52,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731436800,2024-11-12 19:40:00+01:00,3600,4.3,1,154160,False,
53,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731436500,2024-11-12 19:35:00+01:00,3600,4.7,1,154159,False,
54,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731436200,2024-11-12 19:30:00+01:00,3600,4.9,1,154158,False,
55,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731435900,2024-11-12 19:25:00+01:00,3600,5.1,1,154157,False,
56,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731435600,2024-11-12 19:20:00+01:00,3600,5.1,1,154156,False,
57,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731435300,2024-11-12 19:15:00+01:00,3600,5.3,1,154155,False,
58,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731435000,2024-11-12 19:10:00+01:00,3600,5.6,1,154154,False,
59,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731434700,2024-11-12 19:05:00+01:00,3600,5.6,1,154153,False,
60,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731434400,2024-11-12 19:00:00+01:00,3600,5.7,1,154152,False,
61,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731434100,2024-11-12 18:55:00+01:00,3600,5.7,1,154151,False,
62,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731433800,2024-11-12 18:50:00+01:00,3600,6.0,1,154150,False,
63,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731433500,2024-11-12 18:45:00+01:00,3600,6.0,1,154149,False,
64,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731433200,2024-11-12 18:40:00+01:00,3600,6.1,1,154148,False,
65,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731432900,2024-11-12 18:35:00+01:00,3600,6.0,1,154147,False,
66,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731432600,2024-11-12 18:30:00+01:00,3600,6.0,1,154146,False,
67,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731432300,2024-11-12 18:25:00+01:00,3600,6.1,1,154145,False,
68,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731432000,2024-11-12 18:20:00+01:00,3600,6.2,1,154144,False,
69,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731431700,2024-11-12 18:15:00+01:00,3600,6.2,1,154143,False,
70,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731431400,2024-11-12 18:10:00+01:00,3600,6.0,1,154142,False,
71,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731431100,2024-11-12 18:05:00+01:00,3600,6.1,1,154141,False,
72,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731430800,2024-11-12 18:00:00+01:00,3600,6.3,1,154140,False,
73,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731430500,2024-11-12 17:55:00+01:00,3600,6.2,1,154139,False,
74,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731430200,2024-11-12 17:50:00+01:00,3600,6.2,1,154138,False,
75,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731429900,2024-11-12 17:45:00+01:00,3600,6.1,1,154137,False,
76,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731429600,2024-11-12 17:40:00+01:00,3600,6.2,1,154136,False,
77,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731429300,2024-11-12 17:35:00+01:00,3600,6.2,1,154135,False,
78,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731429000,2024-11-12 17:30:00+01:00,3600,6.3,1,154134,False,
79,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731428700,2024-11-12 17:25:00+01:00,3600,6.4,1,154133,False,
80,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731428400,2024-11-12 17:20:00+01:00,3600,6.6,1,154132,False,
81,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731428100,2024-11-12 17:15:00+01:00,3600,6.9,1,154131,False,
82,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731427800,2024-11-12 17:10:00+01:00,3600,6.8,1,154130,False,
83,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731427500,2024-11-12 17:05:00+01:00,3600,6.8,1,154129,False,
84,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731427200,2024-11-12 17:00:00+01:00,3600,7.0,1,154128,False,
85,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731426900,2024-11-12 16:55:00+01:00,3600,7.3,1,154127,False,
86,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731426600,2024-11-12 16:50:00+01:00,3600,7.6,1,154126,False,
87,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731426300,2024-11-12 16:45:00+01:00,3600,7.8,1,154125,False,
88,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731426000,2024-11-12 16:40:00+01:00,3600,7.9,1,154124,False,
89,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731425700,2024-11-12 16:35:00+01:00,3600,8.0,1,154123,False,
90,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731425400,2024-11-12 16:30:00+01:00,3600,8.1,1,154122,False,
91,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731425100,2024-11-12 16:25:00+01:00,3600,8.2,1,154121,False,
92,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731424800,2024-11-12 16:20:00+01:00,3600,8.3,1,154120,False,
93,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731424500,2024-11-12 16:15:00+01:00,3600,8.4,1,154119,False,
94,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731424200,2024-11-12 16:10:00+01:00,3600,8.7,1,154118,False,
95,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731423900,2024-11-12 16:05:00+01:00,3600,8.9,1,154117,False,
96,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731423600,2024-11-12 16:00:00+01:00,3600,9.0,1,154116,False,
97,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731423300,2024-11-12 15:55:00+01:00,3600,9.1,1,154115,False,
98,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731423000,2024-11-12 15:50:00+01:00,3600,9.3,1,154114,False,
99,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731422700,2024-11-12 15:45:00+01:00,3600,9.4,1,154113,False,
100,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731422400,2024-11-12 15:40:00+01:00,3600,9.5,1,154112,False,
101,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731422100,2024-11-12 15:35:00+01:00,3600,9.6,1,154111,False,
102,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731421800,2024-11-12 15:30:00+01:00,3600,9.8,1,154110,False,
103,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731421500,2024-11-12 15:25:00+01:00,3600,9.9,1,154109,False,
104,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731421200,2024-11-12 15:20:00+01:00,3600,9.9,1,154108,False,
105,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731420900,2024-11-12 15:15:00+01:00,3600,9.9,1,154107,False,
106,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731420600,2024-11-12 15:10:00+01:00,3600,9.8,1,154106,False,
107,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731420300,2024-11-12 15:05:00+01:00,3600,9.6,1,154105,False,
108,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731420000,2024-11-12 15:00:00+01:00,3600,9.2,1,154104,False,
109,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731419700,2024-11-12 14:55:00+01:00,3600,9.3,1,154103,False,
110,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731419400,2024-11-12 14:50:00+01:00,3600,9.1,1,154102,False,
111,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731419100,2024-11-12 14:45:00+01:00,3600,9.3,1,154101,False,
112,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731418800,2024-11-12 14:40:00+01:00,3600,9.4,1,154100,False,
113,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731418500,2024-11-12 14:35:00+01:00,3600,9.6,1,154099,False,
114,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731418200,2024-11-12 14:30:00+01:00,3600,9.8,1,154098,False,
115,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731417900,2024-11-12 14:25:00+01:00,3600,10.0,1,154097,False,
116,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731417600,2024-11-12 14:20:00+01:00,3600,10.1,1,154096,False,
117,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731417300,2024-11-12 14:15:00+01:00,3600,10.1,1,154095,False,
118,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731417000,2024-11-12 14:10:00+01:00,3600,10.0,1,154094,False,
119,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731416700,2024-11-12 14:05:00+01:00,3600,9.9,1,154093,False,
120,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731416400,2024-11-12 14:00:00+01:00,3600,9.9,1,154092,False,
121,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731416100,2024-11-12 13:55:00+01:00,3600,10.0,1,154091,False,
122,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731415800,2024-11-12 13:50:00+01:00,3600,10.1,1,154090,False,
123,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731415500,2024-11-12 13:45:00+01:00,3600,9.9,1,154089,False,
124,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731415200,2024-11-12 13:40:00+01:00,3600,9.6,1,154088,False,
125,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731414900,2024-11-12 13:35:00+01:00,3600,9.6,1,154087,False,
126,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731414600,2024-11-12 13:30:00+01:00,3600,9.6,1,154086,False,
127,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731414300,2024-11-12 13:25:00+01:00,3600,9.4,1,154085,False,
128,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731414000,2024-11-12 13:20:00+01:00,3600,9.4,1,154084,False,
129,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731413700,2024-11-12 13:15:00+01:00,3600,9.5,1,154083,False,
130,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731413400,2024-11-12 13:10:00+01:00,3600,9.8,1,154082,False,
131,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731413100,2024-11-12 13:05:00+01:00,3600,10.1,1,154081,False,
132,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731412800,2024-11-12 13:00:00+01:00,3600,9.7,1,154080,False,
133,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731412500,2024-11-12 12:55:00+01:00,3600,9.5,1,154079,False,
134,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731412200,2024-11-12 12:50:00+01:00,3600,9.6,1,154078,False,
135,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731411900,2024-11-12 12:45:00+01:00,3600,9.4,1,154077,False,
136,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731411600,2024-11-12 12:40:00+01:00,3600,9.2,1,154076,False,
137,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731411300,2024-11-12 12:35:00+01:00,3600,9.2,1,154075,False,
138,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731411000,2024-11-12 12:30:00+01:00,3600,9.3,1,154074,False,
139,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731410700,2024-11-12 12:25:00+01:00,3600,9.3,1,154073,False,
140,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731410400,2024-11-12 12:20:00+01:00,3600,9.7,1,154072,False,
141,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731410100,2024-11-12 12:15:00+01:00,3600,9.3,1,154071,False,
142,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731409800,2024-11-12 12:10:00+01:00,3600,9.2,1,154070,False,
143,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731409500,2024-11-12 12:05:00+01:00,3600,8.9,1,154069,False,
144,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731409200,2024-11-12 12:00:00+01:00,3600,8.7,1,154068,False,
145,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731408900,2024-11-12 11:55:00+01:00,3600,8.9,1,154067,False,
146,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731408600,2024-11-12 11:50:00+01:00,3600,8.8,1,154066,False,
147,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731408300,2024-11-12 11:45:00+01:00,3600,8.8,1,154065,False,
148,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731408000,2024-11-12 11:40:00+01:00,3600,8.7,1,154064,False,
149,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731407700,2024-11-12 11:35:00+01:00,3600,8.9,1,154063,False,
150,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731407400,2024-11-12 11:30:00+01:00,3600,9.1,1,154062,False,
151,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731407100,2024-11-12 11:25:00+01:00,3600,9.1,1,154061,False,
152,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731406800,2024-11-12 11:20:00+01:00,3600,9.2,1,154060,False,
153,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731406500,2024-11-12 11:15:00+01:00,3600,9.0,1,154059,False,
154,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731406200,2024-11-12 11:10:00+01:00,3600,9.1,1,154058,False,
155,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731405900,2024-11-12 11:05:00+01:00,3600,9.0,1,154057,False,
156,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731405600,2024-11-12 11:00:00+01:00,3600,9.1,1,154056,False,
157,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731405300,2024-11-12 10:55:00+01:00,3600,9.3,1,154055,False,
158,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731405000,2024-11-12 10:50:00+01:00,3600,9.1,1,154054,False,
159,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731404700,2024-11-12 10:45:00+01:00,3600,9.2,1,154053,False,
160,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731404400,2024-11-12 10:40:00+01:00,3600,9.1,1,154052,False,
161,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731404100,2024-11-12 10:35:00+01:00,3600,9.0,1,154051,False,
162,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731403800,2024-11-12 10:30:00+01:00,3600,8.8,1,154050,False,
163,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731403500,2024-11-12 10:25:00+01:00,3600,8.5,1,154049,False,
164,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731403200,2024-11-12 10:20:00+01:00,3600,8.4,1,154048,False,
165,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731402900,2024-11-12 10:15:00+01:00,3600,8.4,1,154047,False,
166,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731402600,2024-11-12 10:10:00+01:00,3600,8.4,1,154046,False,
167,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731402300,2024-11-12 10:05:00+01:00,3600,8.5,1,154045,False,
168,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731402000,2024-11-12 10:00:00+01:00,3600,8.5,1,154044,False,
169,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731401700,2024-11-12 09:55:00+01:00,3600,8.5,1,154043,False,
170,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731401400,2024-11-12 09:50:00+01:00,3600,8.3,1,154042,False,
171,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731401100,2024-11-12 09:45:00+01:00,3600,8.2,1,154041,False,
172,z6-08820,W1_ATMOS_SMST1,1,ATM-410008379,ATMOS 41, °C,1731400800,2024-11-12 09:40:00+01:00,3600,8.2,1,154040,False,
